Unnamed: 0,text
841,27. Feeling past 4 weeks - Did you have a lot of energy?
842,28. Feeling past 4 weeks - Have you felt downhearted and blue?
843,29. Feeling past 4 weeks - Did you feel worn out?
845,31. Feeling past 4 weeks - Did you feel tired?
848,34. I am as healthy as anybody I know
851,Scale Score - Physical functioning
852,Scale Score - Role limitations due to physical health
853,Scale Score - Role limitations due to emotional problems
854,Scale Score - Energy/fatigue
855,Scale Score - Emotional well-being
856,Scale Score - Social functioning
859,1. You are treated with less courtesy than other people are.
860,2. You are treated with less respect than other people are.
861,3. You receive poorer service than other people at restaurants or stores.
862,4. People act as if they think you are not smart.
863,5. People act as if they are afraid of you.
864,6. People act as if you are dishonest.
865,7. People act as if they're better than you are.
866,8. You are called names or insulted.
867,9. You are threatened or harassed.
868,"If you indicated ""A few times a year"", ""A few times a month"", ""At least once a week"", or ""Almost every day"" to at least one question above, please answer Question 10 below.    10. What do you think are the main reasons for these experiences? Check more than one if more than one main reason.: Your ancestry or national origins"
870,"If you indicated ""A few times a year"", ""A few times a month"", ""At least once a week"", or ""Almost every day"" to at least one question above, please answer Question 10 below.    10. What do you think are the main reasons for these experiences? Check more than one if more than one main reason.: Your race"
871,"If you indicated ""A few times a year"", ""A few times a month"", ""At least once a week"", or ""Almost every day"" to at least one question above, please answer Question 10 below.    10. What do you think are the main reasons for these experiences? Check more than one if more than one main reason.: Your age"
872,"If you indicated ""A few times a year"", ""A few times a month"", ""At least once a week"", or ""Almost every day"" to at least one question above, please answer Question 10 below.    10. What do you think are the main reasons for these experiences? Check more than one if more than one main reason.: Your religion"
873,"If you indicated ""A few times a year"", ""A few times a month"", ""At least once a week"", or ""Almost every day"" to at least one question above, please answer Question 10 below.    10. What do you think are the main reasons for these experiences? Check more than one if more than one main reason.: Your height"
875,"If you indicated ""A few times a year"", ""A few times a month"", ""At least once a week"", or ""Almost every day"" to at least one question above, please answer Question 10 below.    10. What do you think are the main reasons for these experiences? Check more than one if more than one main reason.: Some other aspect of your physical appearance"
876,"If you indicated ""A few times a year"", ""A few times a month"", ""At least once a week"", or ""Almost every day"" to at least one question above, please answer Question 10 below.    10. What do you think are the main reasons for these experiences? Check more than one if more than one main reason.: Your sexual orientation"
877,"If you indicated ""A few times a year"", ""A few times a month"", ""At least once a week"", or ""Almost every day"" to at least one question above, please answer Question 10 below.    10. What do you think are the main reasons for these experiences? Check more than one if more than one main reason.: Your education level"
878,"If you indicated ""A few times a year"", ""A few times a month"", ""At least once a week"", or ""Almost every day"" to at least one question above, please answer Question 10 below.    10. What do you think are the main reasons for these experiences? Check more than one if more than one main reason.: Your income level"
879,"If you indicated ""A few times a year"", ""A few times a month"", ""At least once a week"", or ""Almost every day"" to at least one question above, please answer Question 10 below.    10. What do you think are the main reasons for these experiences? Check more than one if more than one main reason.: A physical disability"
880,"If you indicated ""A few times a year"", ""A few times a month"", ""At least once a week"", or ""Almost every day"" to at least one question above, please answer Question 10 below.    10. What do you think are the main reasons for these experiences? Check more than one if more than one main reason.: Other"
881,"10. What do you think are the main reasons for these experiences? Other, specify (de-identified)"
882,1. You are treated with less courtesy or respect than other people are.
883,2. You receive poorer service than other people at restaurants or stores.
884,3. People act as if they think you are not smart.
885,4. People act as if they are afraid of you.
886,5. You are threatened or harassed.
887,"If you indicated 'A few times a year', 'A few times a month', 'At least once a week', or 'Almost every day' to at least one question above, please answer Question 6 below.    6. What do you think are the main reasons for these experiences? Check more than one if more than one main reason.: Your ancestry or national origins"
889,"If you indicated 'A few times a year', 'A few times a month', 'At least once a week', or 'Almost every day' to at least one question above, please answer Question 6 below.    6. What do you think are the main reasons for these experiences? Check more than one if more than one main reason.: Your race"
890,"If you indicated 'A few times a year', 'A few times a month', 'At least once a week', or 'Almost every day' to at least one question above, please answer Question 6 below.    6. What do you think are the main reasons for these experiences? Check more than one if more than one main reason.: Your age"
891,"If you indicated 'A few times a year', 'A few times a month', 'At least once a week', or 'Almost every day' to at least one question above, please answer Question 6 below.    6. What do you think are the main reasons for these experiences? Check more than one if more than one main reason.: Your religion"
892,"If you indicated 'A few times a year', 'A few times a month', 'At least once a week', or 'Almost every day' to at least one question above, please answer Question 6 below.    6. What do you think are the main reasons for these experiences? Check more than one if more than one main reason.: Your height"
894,"If you indicated 'A few times a year', 'A few times a month', 'At least once a week', or 'Almost every day' to at least one question above, please answer Question 6 below.    6. What do you think are the main reasons for these experiences? Check more than one if more than one main reason.: Some other aspect of your physical appearance"
895,"If you indicated 'A few times a year', 'A few times a month', 'At least once a week', or 'Almost every day' to at least one question above, please answer Question 6 below.    6. What do you think are the main reasons for these experiences? Check more than one if more than one main reason.: Your sexual orientation"
896,"If you indicated 'A few times a year', 'A few times a month', 'At least once a week', or 'Almost every day' to at least one question above, please answer Question 6 below.    6. What do you think are the main reasons for these experiences? Check more than one if more than one main reason.: Your education level"
897,"If you indicated 'A few times a year', 'A few times a month', 'At least once a week', or 'Almost every day' to at least one question above, please answer Question 6 below.    6. What do you think are the main reasons for these experiences? Check more than one if more than one main reason.: Your income level"
898,"If you indicated 'A few times a year', 'A few times a month', 'At least once a week', or 'Almost every day' to at least one question above, please answer Question 6 below.    6. What do you think are the main reasons for these experiences? Check more than one if more than one main reason.: A physical disability"
899,"If you indicated 'A few times a year', 'A few times a month', 'At least once a week', or 'Almost every day' to at least one question above, please answer Question 6 below.    6. What do you think are the main reasons for these experiences? Check more than one if more than one main reason.: Other"
900,"What do you think are the main reasons for these experiences? Other, specify (de-identified)"
901,"1. Has the child had a dry cough during sleep, apart from a cough associated with a cold or chest infection?"
902,1.a. In which of the past month(s) did this cough occur? [Check all that apply]: January
903,1.a. In which of the past month(s) did this cough occur? [Check all that apply]: February
904,1.a. In which of the past month(s) did this cough occur? [Check all that apply]: March
905,1.a. In which of the past month(s) did this cough occur? [Check all that apply]: April
906,1.a. In which of the past month(s) did this cough occur? [Check all that apply]: May
907,1.a. In which of the past month(s) did this cough occur? [Check all that apply]: June
908,1.a. In which of the past month(s) did this cough occur? [Check all that apply]: July
909,1.a. In which of the past month(s) did this cough occur? [Check all that apply]: August
910,1.a. In which of the past month(s) did this cough occur? [Check all that apply]: September
911,1.a. In which of the past month(s) did this cough occur? [Check all that apply]: October
912,1.a. In which of the past month(s) did this cough occur? [Check all that apply]: November
913,1.a. In which of the past month(s) did this cough occur? [Check all that apply]: December
914,2. Has the child ever had wheezing or whistling in the chest at any time in the past?
915,2.a. How many attacks of wheezing has the child had?
916,"2.b. How often, on average, has the child's sleep been disturbed due to wheezing?"
917,2.c. Has wheezing ever been severe enough to limit the child's food or fluid intake?
918,3. Has the child ever been hospitalized overnight for a severe episode of wheezing or whistling in the chest at any time in the past? [Do not include emergency room visits]
919,3.a. How many times has the child been hospitalized overnight for a severe episode of wheezing or whistling in the chest? [Do not include emergency room visits]
920,4. Has the child had to visit an emergency room or urgent care center because of a severe episode of wheezing of whistling in the chest?
921,4.a. How many emergency room or urgent care center visits has the child had because of a severe episode of wheezing or whistling in the chest?
922,5.a. Possible wheezing symptom triggers: Cats
923,5.b. Possible wheezing symptom triggers: Dogs
924,5.c. Possible wheezing symptom triggers: Cigarette or cigar smoke
925,"5.d. Possible wheezing symptom triggers: Indoor wood smoke (e.g., fireplaces,wood stoves)"
926,5.e. Possible wheezing symptom triggers: Common cold or sinus infection
927,5.f. Possible wheezing symptom triggers: Other
928,"5f. What sets off or triggers any of the child's wheezing symptoms? Other, Specify (de-identified)"
929,6. During which months does the child get wheezing or whistling in the chest? [ Check all that apply ]: January
930,6. During which months does the child get wheezing or whistling in the chest? [ Check all that apply ]: February
931,6. During which months does the child get wheezing or whistling in the chest? [ Check all that apply ]: March
932,6. During which months does the child get wheezing or whistling in the chest? [ Check all that apply ]: April
933,6. During which months does the child get wheezing or whistling in the chest? [ Check all that apply ]: May
934,6. During which months does the child get wheezing or whistling in the chest? [ Check all that apply ]: June
935,6. During which months does the child get wheezing or whistling in the chest? [ Check all that apply ]: July
936,6. During which months does the child get wheezing or whistling in the chest? [ Check all that apply ]: August
937,6. During which months does the child get wheezing or whistling in the chest? [ Check all that apply ]: September
938,6. During which months does the child get wheezing or whistling in the chest? [ Check all that apply ]: October
939,6. During which months does the child get wheezing or whistling in the chest? [ Check all that apply ]: November
940,6. During which months does the child get wheezing or whistling in the chest? [ Check all that apply ]: December
941,1. Has the child ever been diagnosed with bronchiolitis (bronchiolitis is an infection in the lungs with wheezing and rapid breathing that only occurs in children under 24 months old)?
942,1.a. How many times has bronchiolitis been diagnosed?
944,1.c. Has the child ever been hospitalized overnight for bronchiolitis? [Do not include emergency room visits]
945,1.c.1. How many times has the child been hospitalized for bronchiolitis (not including emergency room visits)?
946,2. Has the child ever been diagnosed with an ear infection (also called otitis media)?
947,2.a. How many times has an ear infection been diagnosed?
948,3. Has the child ever been diagnosed with croup?
949,3.a. How many times has croup been diagnosed?
950,3.b. Has the child ever been hospitalized overnight for croup? [Do not include emergency room visits]
951,3.b.1. How many times has the child been hospitalized for croup?
952,"3.c. Has the child been given a course of steroids, either oral or by injection (a shot) for croup? (i.e., dexamethasone or prednisolone)?"
953,4. Has the child ever been diagnosed with pneumonia or bronchitis ?
954,4.a. How many times has pneumonia or bronchitis been diagnosed?
955,4.b. Has the child ever been hospitalized overnight for pneumonia or bronchitis? [Do not include emergency room visits]
956,4.b.1. How many times has the child been hospitalized for pneumonia or bronchitis?
957,1. Does the child sneeze when he/she does not have a cold or the flu?
958,1.a. How often does the child sneeze when he/she does not have a cold or the flu?
959,2. Does the child get a stuffy nose when he/she does not have a cold or the flu?
960,2a. How often does the child get a stuffy nose when he/she does not have a cold or the flu?
961,3. Does the child get a runny nose when he/she does not have a cold or the flu?
962,3.a. How often does the child get a runny nose when he/she does not have a cold or the flu?
963,1. Has the child used any medications for treatment of recurrent wheezing or cough?
964,"1a. Has the child used any medications for treatment of recurrent wheezing or cough? If yes, which ones?: Bronchodilator (e.g., Albuterol, Proventil, Proair)"
965,"1a. Has the child used any medications for treatment of recurrent wheezing or cough? If yes, which ones?: Inhaled steroid (e.g., Flovent, Pulmicort, Asmanex)"
966,"1a. Has the child used any medications for treatment of recurrent wheezing or cough? If yes, which ones?: Montelukast (e.g., Singulair)"
967,"1a. Has the child used any medications for treatment of recurrent wheezing or cough? If yes, which ones?: Oral steroid course (ever in the past)"
968,"1a. Has the child used any medications for treatment of recurrent wheezing or cough? If yes, which ones?: Antibiotics course for a wheezing-related illness (ever in the past)"
969,"1a. Has the child used any medications for treatment of recurrent wheezing or cough? If yes, which ones?: Other"
970,"1a. Has the child used any medications for treatment of recurrent wheezing or cough? Other, Specify (de-identified)"
971,1. Has your child had an itchy rash at any time in the past?
972,2. Has the child ever had an itchy rash which was coming and going?
973,"3. Has this itchy rash at any time affected any of the following places: the folds of the elbows, behind the knees, in front of the ankles, under the buttocks, or around the neck, ears, or eyes?"
975,5. Has this rash cleared completely at any time?
976,"6. How often, on average, has the child been kept awake or disturbed from sleep by this itchy rash?"
977,7. Has the child ever had eczema (also called atopic dermatitis)?
978,7.a. Has a doctor or health care provider ever diagnosed the child with eczema or atopic dermatitis ?
979,1. Do you believe that the child has ever had a food allergy ?
980,2. Has a doctor or other healthcare provider ever diagnosed the child with a food allergy ?
981,3.a.1a. Has the child ever tried the food?: Egg
983,3.a.2. Do you believe the child has been allergic to the food?: Egg
984,3.a.3. Has a doctor or healthcare provider said child is allergic to food?: Egg
986,3.a.5. Still allergic to food?: Egg
993,3.c.1a. Has the child ever tried the food?: Peanuts
995,3.c.2. Do you believe the child has been allergic to the food?: Peanuts
996,3.c.3. Has a doctor or healthcare provider said child is allergic to food?: Peanuts
998,3.c.5. Still allergic to food?: Peanuts
999,3.d.1a. Has the child ever tried the food?: Tree nuts
1001,3.d.2. Do you believe the child has been allergic to the food?: Tree nuts
1002,3.d.3. Has a doctor or healthcare provider said child is allergic to food?: Tree nuts
1004,3.d.5. Still allergic to food?: Tree nuts
1005,3.e.1a. Has the child ever tried the food?: Wheat
1007,3.e.2. Do you believe the child has been allergic to the food?: Wheat
1008,3.e.3. Has a doctor or healthcare provider said child is allergic to food?: Wheat
1010,3.e.5. Still allergic to food?: Wheat
1011,3.f.1a. Has the child ever tried the food?: Soy
1013,3.f.2. Do you believe the child has been allergic to the food?: Soy
1014,3.f.3. Has a doctor or healthcare provider said child is allergic to food?: Soy
1016,3.f.5. Still allergic to food?: Soy
1017,3.g.1a. Has the child ever tried the food?: Shellfish
1019,3.g.2. Do you believe the child has been allergic to the food?: Shellfish
1020,3.g.3. Has a doctor or healthcare provider said child is allergic to food?: Shellfish
1022,3.g.5. Still allergic to food?: Shellfish
1023,3.h.1a. Has the child ever tried the food?: Fish
1025,3.h.2. Do you believe the child has been allergic to the food?: Fish
1026,3.h.3. Has a doctor or healthcare provider said child is allergic to food?: Fish
1028,3.h.5. Still allergic to food?: Fish
1029,"3.i.1a. Has the child ever tried the food?: Other Food 1, Specify (de-identified)"
1030,3.i.1a. Has the child ever tried the food?: Other Food 1
1032,3.i.2. Do you believe the child has been allergic to the food?: Other Food 1
1033,3.i.3. Has a doctor or healthcare provider said child is allergic to food?: Other Food 1
1035,3.i.5. Still allergic to food?: Other Food 1
1036,"3.j.1a. Has the child ever tried the food?: Other Food 2, Specify (de-identified)"
1037,3.j.1a. Has the child ever tried the food?: Other Food 2
1039,3.j.2. Do you believe the child has been allergic to the food?: Other Food 2
1040,3.j.3. Has a doctor or healthcare provider said child is allergic to food?: Other Food 2
1042,3.j.5. Still allergic to food?: Other Food 2
1043,"4.a. Reaction within 2 hours of eating, Egg: No Reaction"
1044,"4.a. Reaction within 2 hours of eating, Egg: Vomiting or Stomach Pain"
1045,"4.a. Reaction within 2 hours of eating, Egg: Diarrhea"
1046,"4.a. Reaction within 2 hours of eating, Egg: Swelling"
1047,"4.a. Reaction within 2 hours of eating, Egg: Hives"
1048,"4.a. Reaction within 2 hours of eating, Egg: Worsened eczema"
1049,"4.a. Reaction within 2 hours of eating, Egg: Cough, wheeze, or chest tightness"
1050,"4.a. Reaction within 2 hours of eating, Egg: Loss of Consciousness"
1051,"4.a. Reaction within 2 hours of eating, Egg: Other reaction"
1058,"4.b. Reaction within 2 hours of eating, Cow's Milk: Cough, wheeze, or chest tightness"
1061,"4.c. Reaction within 2 hours of eating, Peanut: No Reaction"
1062,"4.c. Reaction within 2 hours of eating, Peanut: Vomiting or Stomach Pain"
1063,"4.c. Reaction within 2 hours of eating, Peanut: Diarrhea"
1064,"4.c. Reaction within 2 hours of eating, Peanut: Swelling"
1065,"4.c. Reaction within 2 hours of eating, Peanut: Hives"
1066,"4.c. Reaction within 2 hours of eating, Peanut: Worsened eczema"
1067,"4.c. Reaction within 2 hours of eating, Peanut: Cough, wheeze, or chest tightness"
1068,"4.c. Reaction within 2 hours of eating, Peanut: Loss of Consciousness"
1069,"4.c. Reaction within 2 hours of eating, Peanut: Other reaction"
1070,"4.d. Reaction within 2 hours of eating, Tree nuts: No Reaction"
1071,"4.d. Reaction within 2 hours of eating, Tree nuts: Vomiting or Stomach Pain"
1072,"4.d. Reaction within 2 hours of eating, Tree nuts: Diarrhea"
1073,"4.d. Reaction within 2 hours of eating, Tree nuts: Swelling"
1074,"4.d. Reaction within 2 hours of eating, Tree nuts: Hives"
1075,"4.d. Reaction within 2 hours of eating, Tree nuts: Worsened eczema"
1076,"4.d. Reaction within 2 hours of eating, Tree nuts: Cough, wheeze, or chest tightness"
1077,"4.d. Reaction within 2 hours of eating, Tree nuts: Loss of Consciousness"
1078,"4.d. Reaction within 2 hours of eating, Tree nuts: Other reaction"
1079,"4.e. Reaction within 2 hours of eating, Wheat: No Reaction"
1080,"4.e. Reaction within 2 hours of eating, Wheat: Vomiting or Stomach Pain"
1081,"4.e. Reaction within 2 hours of eating, Wheat: Diarrhea"
1082,"4.e. Reaction within 2 hours of eating, Wheat: Swelling"
1083,"4.e. Reaction within 2 hours of eating, Wheat: Hives"
1084,"4.e. Reaction within 2 hours of eating, Wheat: Worsened eczema"
1085,"4.e. Reaction within 2 hours of eating, Wheat: Cough, wheeze, or chest tightness"
1086,"4.e. Reaction within 2 hours of eating, Wheat: Loss of Consciousness"
1087,"4.e. Reaction within 2 hours of eating, Wheat: Other reaction"
1088,"4.f. Reaction within 2 hours of eating, Soy: No Reaction"
1089,"4.f. Reaction within 2 hours of eating, Soy: Vomiting or Stomach Pain"
1090,"4.f. Reaction within 2 hours of eating, Soy: Diarrhea"
1091,"4.f. Reaction within 2 hours of eating, Soy: Swelling"
1092,"4.f. Reaction within 2 hours of eating, Soy: Hives"
1093,"4.f. Reaction within 2 hours of eating, Soy: Worsened eczema"
1094,"4.f. Reaction within 2 hours of eating, Soy: Cough, wheeze, or chest tightness"
1095,"4.f. Reaction within 2 hours of eating, Soy: Loss of Consciousness"
1096,"4.f. Reaction within 2 hours of eating, Soy: Other reaction"
1097,"4.g. Reaction within 2 hours of eating, Shellfish: No Reaction"
1098,"4.g. Reaction within 2 hours of eating, Shellfish: Vomiting or Stomach Pain"
1099,"4.g. Reaction within 2 hours of eating, Shellfish: Diarrhea"
1100,"4.g. Reaction within 2 hours of eating, Shellfish: Swelling"
1101,"4.g. Reaction within 2 hours of eating, Shellfish: Hives"
1102,"4.g. Reaction within 2 hours of eating, Shellfish: Worsened eczema"
1103,"4.g. Reaction within 2 hours of eating, Shellfish: Cough, wheeze, or chest tightness"
1104,"4.g. Reaction within 2 hours of eating, Shellfish: Loss of Consciousness"
1105,"4.g. Reaction within 2 hours of eating, Shellfish: Other reaction"
1106,"4.h. Reaction within 2 hours of eating, Fish: No Reaction"
1107,"4.h. Reaction within 2 hours of eating, Fish: Vomiting or Stomach Pain"
1108,"4.h. Reaction within 2 hours of eating, Fish: Diarrhea"
1109,"4.h. Reaction within 2 hours of eating, Fish: Swelling"
1110,"4.h. Reaction within 2 hours of eating, Fish: Hives"
1111,"4.h. Reaction within 2 hours of eating, Fish: Worsened eczema"
1112,"4.h. Reaction within 2 hours of eating, Fish: Cough, wheeze, or chest tightness"
1113,"4.h. Reaction within 2 hours of eating, Fish: Loss of Consciousness"
1114,"4.h. Reaction within 2 hours of eating, Fish: Other reaction"
1115,"4.i. Reaction within 2 hours of eating, Other Food 1: [air2_inf_f3i_sp]: No Reaction"
1116,"4.i. Reaction within 2 hours of eating, Other Food 1: [air2_inf_f3i_sp]: Vomiting or Stomach Pain"
1117,"4.i. Reaction within 2 hours of eating, Other Food 1: [air2_inf_f3i_sp]: Diarrhea"
1118,"4.i. Reaction within 2 hours of eating, Other Food 1: [air2_inf_f3i_sp]: Swelling"
1119,"4.i. Reaction within 2 hours of eating, Other Food 1: [air2_inf_f3i_sp]: Hives"
1120,"4.i. Reaction within 2 hours of eating, Other Food 1: [air2_inf_f3i_sp]: Worsened eczema"
1121,"4.i. Reaction within 2 hours of eating, Other Food 1: [air2_inf_f3i_sp]: Cough, wheeze, or chest tightness"
1122,"4.i. Reaction within 2 hours of eating, Other Food 1: [air2_inf_f3i_sp]: Loss of Consciousness"
1123,"4.i. Reaction within 2 hours of eating, Other Food 1: [air2_inf_f3i_sp]: Other reaction"
1124,"4.j. Reaction within 2 hours of eating, Other Food 2: [air2_inf_f3j_sp]: No Reaction"
1125,"4.j. Reaction within 2 hours of eating, Other Food 2: [air2_inf_f3j_sp]: Vomiting or Stomach Pain"
1126,"4.j. Reaction within 2 hours of eating, Other Food 2: [air2_inf_f3j_sp]: Diarrhea"
1127,"4.j. Reaction within 2 hours of eating, Other Food 2: [air2_inf_f3j_sp]: Swelling"
1128,"4.j. Reaction within 2 hours of eating, Other Food 2: [air2_inf_f3j_sp]: Hives"
1129,"4.j. Reaction within 2 hours of eating, Other Food 2: [air2_inf_f3j_sp]: Worsened eczema"
1130,"4.j. Reaction within 2 hours of eating, Other Food 2: [air2_inf_f3j_sp]: Cough, wheeze, or chest tightness"
1131,"4.j. Reaction within 2 hours of eating, Other Food 2: [air2_inf_f3j_sp]: Loss of Consciousness"
1132,"4.j. Reaction within 2 hours of eating, Other Food 2: [air2_inf_f3j_sp]: Other reaction"
1133,1.   Has the child ever had wheezing or whistling in the chest at any time in the past?
1134, 1.a. How many attacks of wheezing has the child had?
1135," 1.b. How often, on average, has the child's sleep been disturbed due to wheezing?"
1136, 1.c. Has wheezing ever been severe enough to limit the child's food or fluid intake?
1137,"2. Has the child had a dry cough during sleep, apart from a cough associated with a cold or chest infection?"
1138,2.a. In which of the past month(s) did this cough occur? [Check all that apply]: January
1139,2.a. In which of the past month(s) did this cough occur? [Check all that apply]: February
1140,2.a. In which of the past month(s) did this cough occur? [Check all that apply]: March
1141,2.a. In which of the past month(s) did this cough occur? [Check all that apply]: April
1142,2.a. In which of the past month(s) did this cough occur? [Check all that apply]: May
1143,2.a. In which of the past month(s) did this cough occur? [Check all that apply]: June
1144,2.a. In which of the past month(s) did this cough occur? [Check all that apply]: July
1145,2.a. In which of the past month(s) did this cough occur? [Check all that apply]: August
1146,2.a. In which of the past month(s) did this cough occur? [Check all that apply]: September
1147,2.a. In which of the past month(s) did this cough occur? [Check all that apply]: October
1148,2.a. In which of the past month(s) did this cough occur? [Check all that apply]: November
1149,2.a. In which of the past month(s) did this cough occur? [Check all that apply]: December
1150,3. Has the child ever been hospitalized overnight for a severe episode of wheezing or whistling in the chest at any time in the past?  [Do not include emergency room visits]
1151,3.a. How many times has the child been hospitalized overnight for a severe episode of wheezing or whistling in the chest?  [Do not include emergency room visits]
1152,5a. What sets off or triggers any of the child's wheezing symptoms? Cats
1153,5b. What sets off or triggers any of the child's wheezing symptoms? Dogs
1154,5c. What sets off or triggers any of the child's wheezing symptoms? Cigarette or cigar smoke
1155,"5d. What sets off or triggers any of the child's wheezing symptoms? Indoor wood smoke (e.g., fireplaces, wood stoves"
1156,5e. What sets off or triggers any of the child's wheezing symptoms? Common cold or sinus infection
1157,5f. What sets off or triggers any of the child's wheezing symptoms? Other
1158,6. During which months does the child get wheezing or whistling in the chest?  [Check all that apply]: January
1159,6. During which months does the child get wheezing or whistling in the chest?  [Check all that apply]: February
1160,6. During which months does the child get wheezing or whistling in the chest?  [Check all that apply]: March
1161,6. During which months does the child get wheezing or whistling in the chest?  [Check all that apply]: April
1162,6. During which months does the child get wheezing or whistling in the chest?  [Check all that apply]: May
1163,6. During which months does the child get wheezing or whistling in the chest?  [Check all that apply]: June
1164,6. During which months does the child get wheezing or whistling in the chest?  [Check all that apply]: July
1165,6. During which months does the child get wheezing or whistling in the chest?  [Check all that apply]: August
1166,6. During which months does the child get wheezing or whistling in the chest?  [Check all that apply]: September
1167,6. During which months does the child get wheezing or whistling in the chest?  [Check all that apply]: October
1168,6. During which months does the child get wheezing or whistling in the chest?  [Check all that apply]: November
1169,6. During which months does the child get wheezing or whistling in the chest?  [Check all that apply]: December
1170,3.b. Has the child ever been hospitalized overnight for croup?  [Do not include emergency room visits]
1171,4. Has the child ever been diagnosed with pneumonia or bronchitis?
1172,1. Has the child ever had an itchy rash which was coming and going for at least six months?
1173,2. Has your child had this itchy rash at any time in the past?
1174,"3. Has this itchy rash at any time affected any of the following places: the folds of the elbows, behind  the knees, in front of the ankles, under the buttocks, or around the neck, ears, or eyes?"
1175,7.a. Has a doctor or health care provider ever diagnosed the child with eczema or atopic dermatitis?
1176,1. Do you believe that the child has ever had a food allergy?
1177,2. Has a doctor or other healthcare provider ever diagnosed the child with a food allergy?
1178,1a. Has the child ever tried the food? Egg
1180,2. Do you believe the child has been allergic to the food? Egg
1181,3. Has a doctor or healthcare provider said child is allergic to food? Egg
1183,5. Still allergic to food? Egg
1190,1a. Has the child ever tried the food? Peanuts
1192,2. Do you believe the child has been allergic to the food? Peanuts
1193,3. Has a doctor or healthcare provider said child is allergic to food? Peanuts
1195,5. Still allergic to food? Peanuts
1196,"1a. Has the child ever tried the food? Tree nuts (e.g., walnut, almond, hazelnut, cashew, pistachios"
1198,"2. Do you believe the child has been allergic to the food? Tree nuts (e.g., walnut, almond, hazelnut, cashew, pistachios"
1199,"3. Has a doctor or healthcare provider said child is allergic to food? Tree nuts (e.g., walnut, almond, hazelnut, cashew, pistachios"
1201,"5. Still allergic to food? Tree nuts (e.g., walnut, almond, hazelnut, cashew, pistachios"
1202,1a. Has the child ever tried the food? Wheat
1204,2. Do you believe the child has been allergic to the food? Wheat
1205,3. Has a doctor or healthcare provider said child is allergic to food? Wheat
1207,5. Still allergic to food? Wheat
1208,1a. Has the child ever tried the food? Soy
1210,2. Do you believe the child has been allergic to the food? Soy
1211,3. Has a doctor or healthcare provider said child is allergic to food? Soy
1213,5. Still allergic to food? Soy
1214,"1a. Has the child ever tried the food? Shellfish (e.g., shrimp, lobster, crab, mussels"
1216,"2. Do you believe the child has been allergic to the food? Shellfish (e.g., shrimp, lobster, crab, mussels"
1217,"3. Has a doctor or healthcare provider said child is allergic to food? Shellfish (e.g., shrimp, lobster, crab, mussels"
1219,"5. Still allergic to food? Shellfish (e.g., shrimp, lobster, crab, mussels"
1220,"1a. Has the child ever tried the food? Fish (e.g., salmon, tuna, cod"
1222,"2. Do you believe the child has been allergic to the food? Fish (e.g., salmon, tuna, cod"
1223,"3. Has a doctor or healthcare provider said child is allergic to food? Fish (e.g., salmon, tuna, cod"
1225,"5. Still allergic to food? Fish (e.g., salmon, tuna, cod"
1226,1a. Has the child ever tried the food? Other
1227,"1a. Has the child ever tried the food? Other, Specify (de-identified)"
1229,2. Do you believe the child has been allergic to the food? Other
1230,3. Has a doctor or healthcare provider said child is allergic to food? Other
1232,5. Still allergic to food? Other
1233,"4.a. Reaction within 2 hours of eating, Egg: Loss of Conscious-ness"
1235,"4.c. Reaction within 2 hours of eating, Peanut: Loss of Conscious-ness"
1236,"4.d. Reaction within 2 hours of eating, Tree nuts (e.g., walnut, almond, hazelnut, cashew, pistachios): No Reaction"
1237,"4.d. Reaction within 2 hours of eating, Tree nuts (e.g., walnut, almond, hazelnut, cashew, pistachios): Vomiting or Stomach Pain"
1238,"4.d. Reaction within 2 hours of eating, Tree nuts (e.g., walnut, almond, hazelnut, cashew, pistachios): Diarrhea"
1239,"4.d. Reaction within 2 hours of eating, Tree nuts (e.g., walnut, almond, hazelnut, cashew, pistachios): Swelling"
1240,"4.d. Reaction within 2 hours of eating, Tree nuts (e.g., walnut, almond, hazelnut, cashew, pistachios): Hives"
1241,"4.d. Reaction within 2 hours of eating, Tree nuts (e.g., walnut, almond, hazelnut, cashew, pistachios): Worsened eczema"
1242,"4.d. Reaction within 2 hours of eating, Tree nuts (e.g., walnut, almond, hazelnut, cashew, pistachios): Cough, wheeze, or chest tightness"
1243,"4.d. Reaction within 2 hours of eating, Tree nuts (e.g., walnut, almond, hazelnut, cashew, pistachios): Loss of Conscious-ness"
1244,"4.d. Reaction within 2 hours of eating, Tree nuts (e.g., walnut, almond, hazelnut, cashew, pistachios): Other reaction"
1245,"4.e. Reaction within 2 hours of eating, Wheat: Loss of Conscious-ness"
1246,"4.f. Reaction within 2 hours of eating, Soy: Loss of Conscious-ness"
1247,"4.g. Reaction within 2 hours of eating, Shellfish (e.g., shrimp, lobster, crab, mussels): No Reaction"
1248,"4.g. Reaction within 2 hours of eating, Shellfish (e.g., shrimp, lobster, crab, mussels): Vomiting or Stomach Pain"
1249,"4.g. Reaction within 2 hours of eating, Shellfish (e.g., shrimp, lobster, crab, mussels): Diarrhea"
1250,"4.g. Reaction within 2 hours of eating, Shellfish (e.g., shrimp, lobster, crab, mussels): Swelling"
1251,"4.g. Reaction within 2 hours of eating, Shellfish (e.g., shrimp, lobster, crab, mussels): Hives"
1252,"4.g. Reaction within 2 hours of eating, Shellfish (e.g., shrimp, lobster, crab, mussels): Worsened eczema"
